ProductKey,ProductAlternateKey,ProductSubcategoryKey,WeightUnitMeasureCode,SizeUnitMeasureCode,ProductName,StandardCost,FinishedGoodsFlag,Color,SafetyStockLevel,ReorderPoint,ListPrice,Size,SizeRange,Weight,DaysToManufacture,ProductLine,DealerPrice,Class,Style,ModelName,ProductDescription,StartDate,EndDate,Status
316,BK-R68R-60,2,"LB ","CM ","Road-450 Red, 60",884.7083,1,Red,100,75,1457.99,60,60-62 CM,17.9,4,"R ",874.794,"M ","U ",Road-450,"A true multi-sport bike that offers streamlined riding and a revolutionary design. Aerodynamic design lets you ride with the pros, and the gearing will conquer hilly roads.",2011-07-01 00:00:00.000,2007-12-28 00:00:00.000,NULL
317,BK-R68R-44,2,"LB ","CM ","Road-450 Red, 44",884.7083,1,Red,100,75,1457.99,44,42-46 CM,16.77,4,"R ",874.794,"M ","U ",Road-450,"A true multi-sport bike that offers streamlined riding and a revolutionary design. Aerodynamic design lets you ride with the pros, and the gearing will conquer hilly roads.",2011-07-01 00:00:00.000,2007-12-28 00:00:00.000,NULL
318,BK-R68R-48,2,"LB ","CM ","Road-450 Red, 48",884.7083,1,Red,100,75,1457.99,48,48-52 CM,17.13,4,"R ",874.794,"M ","U ",Road-450,"A true multi-sport bike that offers streamlined riding and a revolutionary design. Aerodynamic design lets you ride with the pros, and the gearing will conquer hilly roads.",2011-07-01 00:00:00.000,2007-12-28 00:00:00.000,NULL
319,BK-R68R-52,2,"LB ","CM ","Road-450 Red, 52",884.7083,1,Red,100,75,1457.99,52,48-52 CM,17.42,4,"R ",874.794,"M ","U ",Road-450,"A true multi-sport bike that offers streamlined riding and a revolutionary design. Aerodynamic design lets you ride with the pros, and the gearing will conquer hilly roads.",2011-07-01 00:00:00.000,2007-12-28 00:00:00.000,NULL
320,BK-R50R-58,2,"LB ","CM ","Road-650 Red, 58",413.1463,1,Red,100,75,699.0982,58,54-58 CM,19.79,4,"R ",419.4589,"L ","U ",Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",2011-07-01 00:00:00.000,2007-12-28 00:00:00.000,NULL
321,BK-R50R-58,2,"LB ","CM ","Road-650 Red, 58",486.7066,1,Red,100,75,782.99,58,54-58 CM,19.79,4,"R ",469.794,"L ","U ",Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,NULL
322,BK-R50R-60,2,"LB ","CM ","Road-650 Red, 60",413.1463,1,Red,100,75,699.0982,60,60-62 CM,19.9,4,"R ",419.4589,"L ","U ",Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",2011-07-01 00:00:00.000,2007-12-28 00:00:00.000,NULL
323,BK-R50R-60,2,"LB ","CM ","Road-650 Red, 60",486.7066,1,Red,100,75,782.99,60,60-62 CM,19.9,4,"R ",469.794,"L ","U ",Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,NULL
324,BK-R50R-62,2,"LB ","CM ","Road-650 Red, 62",413.1463,1,Red,100,75,699.0982,62,60-62 CM,20,4,"R ",419.4589,"L ","U ",Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",2011-07-01 00:00:00.000,2007-12-28 00:00:00.000,NULL
325,BK-R50R-62,2,"LB ","CM ","Road-650 Red, 62",486.7066,1,Red,100,75,782.99,62,60-62 CM,20,4,"R ",469.794,"L ","U ",Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,NULL
326,BK-R50R-44,2,"LB ","CM ","Road-650 Red, 44",413.1463,1,Red,100,75,699.0982,44,42-46 CM,18.77,4,"R ",419.4589,"L ","U ",Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",2011-07-01 00:00:00.000,2007-12-28 00:00:00.000,NULL
327,BK-R50R-44,2,"LB ","CM ","Road-650 Red, 44",486.7066,1,Red,100,75,782.99,44,42-46 CM,18.77,4,"R ",469.794,"L ","U ",Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,NULL
328,BK-R50R-48,2,"LB ","CM ","Road-650 Red, 48",413.1463,1,Red,100,75,699.0982,48,48-52 CM,19.13,4,"R ",419.4589,"L ","U ",Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",2011-07-01 00:00:00.000,2007-12-28 00:00:00.000,NULL
329,BK-R50R-48,2,"LB ","CM ","Road-650 Red, 48",486.7066,1,Red,100,75,782.99,48,48-52 CM,19.13,4,"R ",469.794,"L ","U ",Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,NULL
330,BK-R50R-52,2,"LB ","CM ","Road-650 Red, 52",413.1463,1,Red,100,75,699.0982,52,48-52 CM,19.42,4,"R ",419.4589,"L ","U ",Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",2011-07-01 00:00:00.000,2007-12-28 00:00:00.000,NULL
331,BK-R50R-52,2,"LB ","CM ","Road-650 Red, 52",486.7066,1,Red,100,75,782.99,52,48-52 CM,19.42,4,"R ",469.794,"L ","U ",Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,NULL
332,BK-R50B-58,2,"LB ","CM ","Road-650 Black, 58",413.1463,1,Black,100,75,699.0982,58,54-58 CM,19.79,4,"R ",419.4589,"L ","U ",Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",2011-07-01 00:00:00.000,2007-12-28 00:00:00.000,NULL
333,BK-R50B-58,2,"LB ","CM ","Road-650 Black, 58",486.7066,1,Black,100,75,782.99,58,54-58 CM,19.79,4,"R ",469.794,"L ","U ",Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,NULL
334,BK-R50B-60,2,"LB ","CM ","Road-650 Black, 60",413.1463,1,Black,100,75,699.0982,60,60-62 CM,19.9,4,"R ",419.4589,"L ","U ",Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",2011-07-01 00:00:00.000,2007-12-28 00:00:00.000,NULL
335,BK-R50B-60,2,"LB ","CM ","Road-650 Black, 60",486.7066,1,Black,100,75,782.99,60,60-62 CM,19.9,4,"R ",469.794,"L ","U ",Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,NULL
336,BK-R50B-62,2,"LB ","CM ","Road-650 Black, 62",413.1463,1,Black,100,75,699.0982,62,60-62 CM,20,4,"R ",419.4589,"L ","U ",Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",2011-07-01 00:00:00.000,2007-12-28 00:00:00.000,NULL
337,BK-R50B-62,2,"LB ","CM ","Road-650 Black, 62",486.7066,1,Black,100,75,782.99,62,60-62 CM,20,4,"R ",469.794,"L ","U ",Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,NULL
338,BK-R50B-44,2,"LB ","CM ","Road-650 Black, 44",413.1463,1,Black,100,75,699.0982,44,42-46 CM,18.77,4,"R ",419.4589,"L ","U ",Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",2011-07-01 00:00:00.000,2007-12-28 00:00:00.000,NULL
339,BK-R50B-44,2,"LB ","CM ","Road-650 Black, 44",486.7066,1,Black,100,75,782.99,44,42-46 CM,18.77,4,"R ",469.794,"L ","U ",Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,NULL
340,BK-R50B-48,2,"LB ","CM ","Road-650 Black, 48",413.1463,1,Black,100,75,699.0982,48,48-52 CM,19.13,4,"R ",419.4589,"L ","U ",Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",2011-07-01 00:00:00.000,2007-12-28 00:00:00.000,NULL
341,BK-R50B-48,2,"LB ","CM ","Road-650 Black, 48",486.7066,1,Black,100,75,782.99,48,48-52 CM,19.13,4,"R ",469.794,"L ","U ",Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,NULL
342,BK-R50B-52,2,"LB ","CM ","Road-650 Black, 52",413.1463,1,Black,100,75,699.0982,52,48-52 CM,19.42,4,"R ",419.4589,"L ","U ",Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",2011-07-01 00:00:00.000,2007-12-28 00:00:00.000,NULL
343,BK-R50B-52,2,"LB ","CM ","Road-650 Black, 52",486.7066,1,Black,100,75,782.99,52,48-52 CM,19.42,4,"R ",469.794,"L ","U ",Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,NULL
344,BK-M82S-38,1,"LB ","CM ","Mountain-100 Silver, 38",1912.1544,1,Silver,100,75,3399.99,38,38-40 CM,20.35,4,"M ",2039.994,"H ","U ",Mountain-100,"Top-of-the-line competition mountain bike. Performance-enhancing options include the innovative HL Frame, super-smooth front suspension, and traction for all terrain.",2011-07-01 00:00:00.000,2007-12-28 00:00:00.000,NULL
345,BK-M82S-42,1,"LB ","CM ","Mountain-100 Silver, 42",1912.1544,1,Silver,100,75,3399.99,42,42-46 CM,20.77,4,"M ",2039.994,"H ","U ",Mountain-100,"Top-of-the-line competition mountain bike. Performance-enhancing options include the innovative HL Frame, super-smooth front suspension, and traction for all terrain.",2011-07-01 00:00:00.000,2007-12-28 00:00:00.000,NULL
346,BK-M82S-44,1,"LB ","CM ","Mountain-100 Silver, 44",1912.1544,1,Silver,100,75,3399.99,44,42-46 CM,21.13,4,"M ",2039.994,"H ","U ",Mountain-100,"Top-of-the-line competition mountain bike. Performance-enhancing options include the innovative HL Frame, super-smooth front suspension, and traction for all terrain.",2011-07-01 00:00:00.000,2007-12-28 00:00:00.000,NULL
347,BK-M82S-48,1,"LB ","CM ","Mountain-100 Silver, 48",1912.1544,1,Silver,100,75,3399.99,48,48-52 CM,21.42,4,"M ",2039.994,"H ","U ",Mountain-100,"Top-of-the-line competition mountain bike. Performance-enhancing options include the innovative HL Frame, super-smooth front suspension, and traction for all terrain.",2011-07-01 00:00:00.000,2007-12-28 00:00:00.000,NULL
348,BK-M82B-38,1,"LB ","CM ","Mountain-100 Black, 38",1898.0944,1,Black,100,75,3374.99,38,38-40 CM,20.35,4,"M ",2024.994,"H ","U ",Mountain-100,"Top-of-the-line competition mountain bike. Performance-enhancing options include the innovative HL Frame, super-smooth front suspension, and traction for all terrain.",2011-07-01 00:00:00.000,2007-12-28 00:00:00.000,NULL
349,BK-M82B-42,1,"LB ","CM ","Mountain-100 Black, 42",1898.0944,1,Black,100,75,3374.99,42,42-46 CM,20.77,4,"M ",2024.994,"H ","U ",Mountain-100,"Top-of-the-line competition mountain bike. Performance-enhancing options include the innovative HL Frame, super-smooth front suspension, and traction for all terrain.",2011-07-01 00:00:00.000,2007-12-28 00:00:00.000,NULL
350,BK-M82B-44,1,"LB ","CM ","Mountain-100 Black, 44",1898.0944,1,Black,100,75,3374.99,44,42-46 CM,21.13,4,"M ",2024.994,"H ","U ",Mountain-100,"Top-of-the-line competition mountain bike. Performance-enhancing options include the innovative HL Frame, super-smooth front suspension, and traction for all terrain.",2011-07-01 00:00:00.000,2007-12-28 00:00:00.000,NULL
351,BK-M82B-48,1,"LB ","CM ","Mountain-100 Black, 48",1898.0944,1,Black,100,75,3374.99,48,48-52 CM,21.42,4,"M ",2024.994,"H ","U ",Mountain-100,"Top-of-the-line competition mountain bike. Performance-enhancing options include the innovative HL Frame, super-smooth front suspension, and traction for all terrain.",2011-07-01 00:00:00.000,2007-12-28 00:00:00.000,NULL
352,BK-M68S-38,1,"LB ","CM ","Mountain-200 Silver, 38",1117.8559,1,Silver,100,75,2071.4196,38,38-40 CM,23.35,4,"M ",1242.8518,"H ","U ",Mountain-200,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.,2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,NULL
353,BK-M68S-38,1,"LB ","CM ","Mountain-200 Silver, 38",1265.6195,1,Silver,100,75,2319.99,38,38-40 CM,23.35,4,"M ",1391.994,"H ","U ",Mountain-200,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.,2013-07-01 00:00:00.000,NULL,Current
354,BK-M68S-42,1,"LB ","CM ","Mountain-200 Silver, 42",1117.8559,1,Silver,100,75,2071.4196,42,42-46 CM,23.77,4,"M ",1242.8518,"H ","U ",Mountain-200,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.,2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,NULL
355,BK-M68S-42,1,"LB ","CM ","Mountain-200 Silver, 42",1265.6195,1,Silver,100,75,2319.99,42,42-46 CM,23.77,4,"M ",1391.994,"H ","U ",Mountain-200,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.,2013-07-01 00:00:00.000,NULL,Current
356,BK-M68S-46,1,"LB ","CM ","Mountain-200 Silver, 46",1117.8559,1,Silver,100,75,2071.4196,46,42-46 CM,24.13,4,"M ",1242.8518,"H ","U ",Mountain-200,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.,2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,NULL
357,BK-M68S-46,1,"LB ","CM ","Mountain-200 Silver, 46",1265.6195,1,Silver,100,75,2319.99,46,42-46 CM,24.13,4,"M ",1391.994,"H ","U ",Mountain-200,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.,2013-07-01 00:00:00.000,NULL,Current
358,BK-M68B-38,1,"LB ","CM ","Mountain-200 Black, 38",1105.81,1,Black,100,75,2049.0982,38,38-40 CM,23.35,4,"M ",1229.4589,"H ","U ",Mountain-200,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.,2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,NULL
359,BK-M68B-38,1,"LB ","CM ","Mountain-200 Black, 38",1251.9813,1,Black,100,75,2294.99,38,38-40 CM,23.35,4,"M ",1376.994,"H ","U ",Mountain-200,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.,2013-07-01 00:00:00.000,NULL,Current
360,BK-M68B-42,1,"LB ","CM ","Mountain-200 Black, 42",1105.81,1,Black,100,75,2049.0982,42,42-46 CM,23.77,4,"M ",1229.4589,"H ","U ",Mountain-200,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.,2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,NULL
361,BK-M68B-42,1,"LB ","CM ","Mountain-200 Black, 42",1251.9813,1,Black,100,75,2294.99,42,42-46 CM,23.77,4,"M ",1376.994,"H ","U ",Mountain-200,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.,2013-07-01 00:00:00.000,NULL,Current
362,BK-M68B-46,1,"LB ","CM ","Mountain-200 Black, 46",1105.81,1,Black,100,75,2049.0982,46,42-46 CM,24.13,4,"M ",1229.4589,"H ","U ",Mountain-200,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.,2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,NULL
363,BK-M68B-46,1,"LB ","CM ","Mountain-200 Black, 46",1251.9813,1,Black,100,75,2294.99,46,42-46 CM,24.13,4,"M ",1376.994,"H ","U ",Mountain-200,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.,2013-07-01 00:00:00.000,NULL,Current
364,BK-M47B-38,1,"LB ","CM ","Mountain-300 Black, 38",598.4354,1,Black,100,75,1079.99,38,38-40 CM,25.35,4,"M ",647.994,"M ","U ",Mountain-300,For true trail addicts.  An extremely durable bike that will go anywhere and keep you in control on challenging terrain - without breaking your budget.,2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,NULL
365,BK-M47B-40,1,"LB ","CM ","Mountain-300 Black, 40",598.4354,1,Black,100,75,1079.99,40,38-40 CM,25.77,4,"M ",647.994,"M ","U ",Mountain-300,For true trail addicts.  An extremely durable bike that will go anywhere and keep you in control on challenging terrain - without breaking your budget.,2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,NULL
366,BK-M47B-44,1,"LB ","CM ","Mountain-300 Black, 44",598.4354,1,Black,100,75,1079.99,44,42-46 CM,26.13,4,"M ",647.994,"M ","U ",Mountain-300,For true trail addicts.  An extremely durable bike that will go anywhere and keep you in control on challenging terrain - without breaking your budget.,2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,NULL
367,BK-M47B-48,1,"LB ","CM ","Mountain-300 Black, 48",598.4354,1,Black,100,75,1079.99,48,48-52 CM,26.42,4,"M ",647.994,"M ","U ",Mountain-300,For true trail addicts.  An extremely durable bike that will go anywhere and keep you in control on challenging terrain - without breaking your budget.,2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,NULL
368,BK-R89R-44,2,"LB ","CM ","Road-250 Red, 44",1518.7864,1,Red,100,75,2443.35,44,42-46 CM,14.77,4,"R ",1466.01,"H ","U ",Road-250,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,NULL
369,BK-R89R-48,2,"LB ","CM ","Road-250 Red, 48",1518.7864,1,Red,100,75,2443.35,48,48-52 CM,15.13,4,"R ",1466.01,"H ","U ",Road-250,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,NULL
370,BK-R89R-52,2,"LB ","CM ","Road-250 Red, 52",1518.7864,1,Red,100,75,2443.35,52,48-52 CM,15.42,4,"R ",1466.01,"H ","U ",Road-250,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,NULL
371,BK-R89R-58,2,"LB ","CM ","Road-250 Red, 58",1320.6838,1,Red,100,75,2181.5625,58,54-58 CM,15.79,4,"R ",1308.9375,"H ","U ",Road-250,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,NULL
372,BK-R89R-58,2,"LB ","CM ","Road-250 Red, 58",1554.9479,1,Red,100,75,2443.35,58,54-58 CM,15.79,4,"R ",1466.01,"H ","U ",Road-250,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",2013-07-01 00:00:00.000,NULL,Current
373,BK-R89B-44,2,"LB ","CM ","Road-250 Black, 44",1320.6838,1,Black,100,75,2181.5625,44,42-46 CM,14.77,4,"R ",1308.9375,"H ","U ",Road-250,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,NULL
374,BK-R89B-44,2,"LB ","CM ","Road-250 Black, 44",1554.9479,1,Black,100,75,2443.35,44,42-46 CM,14.77,4,"R ",1466.01,"H ","U ",Road-250,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",2013-07-01 00:00:00.000,NULL,Current
375,BK-R89B-48,2,"LB ","CM ","Road-250 Black, 48",1320.6838,1,Black,100,75,2181.5625,48,48-52 CM,15.13,4,"R ",1308.9375,"H ","U ",Road-250,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,NULL
376,BK-R89B-48,2,"LB ","CM ","Road-250 Black, 48",1554.9479,1,Black,100,75,2443.35,48,48-52 CM,15.13,4,"R ",1466.01,"H ","U ",Road-250,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",2013-07-01 00:00:00.000,NULL,Current
377,BK-R89B-52,2,"LB ","CM ","Road-250 Black, 52",1320.6838,1,Black,100,75,2181.5625,52,48-52 CM,15.42,4,"R ",1308.9375,"H ","U ",Road-250,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,NULL
378,BK-R89B-52,2,"LB ","CM ","Road-250 Black, 52",1554.9479,1,Black,100,75,2443.35,52,48-52 CM,15.42,4,"R ",1466.01,"H ","U ",Road-250,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",2013-07-01 00:00:00.000,NULL,Current
379,BK-R89B-58,2,"LB ","CM ","Road-250 Black, 58",1320.6838,1,Black,100,75,2181.5625,58,54-58 CM,15.68,4,"R ",1308.9375,"H ","U ",Road-250,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,NULL
380,BK-R89B-58,2,"LB ","CM ","Road-250 Black, 58",1554.9479,1,Black,100,75,2443.35,58,54-58 CM,15.68,4,"R ",1466.01,"H ","U ",Road-250,"Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",2013-07-01 00:00:00.000,NULL,Current
381,BK-R64Y-38,2,"LB ","CM ","Road-550-W Yellow, 38",605.6492,1,Yellow,100,75,1000.4375,38,38-40 CM,17.35,4,"R ",600.2625,"M ","W ",Road-550-W,"Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.",2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,NULL
382,BK-R64Y-38,2,"LB ","CM ","Road-550-W Yellow, 38",713.0798,1,Yellow,100,75,1120.49,38,38-40 CM,17.35,4,"R ",672.294,"M ","W ",Road-550-W,"Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.",2013-07-01 00:00:00.000,NULL,Current
383,BK-R64Y-40,2,"LB ","CM ","Road-550-W Yellow, 40",605.6492,1,Yellow,100,75,1000.4375,40,38-40 CM,17.77,4,"R ",600.2625,"M ","W ",Road-550-W,"Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.",2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,NULL
384,BK-R64Y-40,2,"LB ","CM ","Road-550-W Yellow, 40",713.0798,1,Yellow,100,75,1120.49,40,38-40 CM,17.77,4,"R ",672.294,"M ","W ",Road-550-W,"Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.",2013-07-01 00:00:00.000,NULL,Current
385,BK-R64Y-42,2,"LB ","CM ","Road-550-W Yellow, 42",605.6492,1,Yellow,100,75,1000.4375,42,42-46 CM,18.13,4,"R ",600.2625,"M ","W ",Road-550-W,"Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.",2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,NULL
386,BK-R64Y-42,2,"LB ","CM ","Road-550-W Yellow, 42",713.0798,1,Yellow,100,75,1120.49,42,42-46 CM,18.13,4,"R ",672.294,"M ","W ",Road-550-W,"Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.",2013-07-01 00:00:00.000,NULL,Current
387,BK-R64Y-44,2,"LB ","CM ","Road-550-W Yellow, 44",605.6492,1,Yellow,100,75,1000.4375,44,42-46 CM,18.42,4,"R ",600.2625,"M ","W ",Road-550-W,"Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.",2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,NULL
388,BK-R64Y-44,2,"LB ","CM ","Road-550-W Yellow, 44",713.0798,1,Yellow,100,75,1120.49,44,42-46 CM,18.42,4,"R ",672.294,"M ","W ",Road-550-W,"Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.",2013-07-01 00:00:00.000,NULL,Current
389,BK-R64Y-48,2,"LB ","CM ","Road-550-W Yellow, 48",605.6492,1,Yellow,100,75,1000.4375,48,48-52 CM,18.68,4,"R ",600.2625,"M ","W ",Road-550-W,"Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.",2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,NULL
390,BK-R64Y-48,2,"LB ","CM ","Road-550-W Yellow, 48",713.0798,1,Yellow,100,75,1120.49,48,48-52 CM,18.68,4,"R ",672.294,"M ","W ",Road-550-W,"Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.",2013-07-01 00:00:00.000,NULL,Current
391,FK-1639,10,NULL,NULL,LL Fork,65.8097,1,NA,500,375,148.22,NULL,NA,NULL,1,NULL,88.932,"L ",NULL,LL Fork,Stout design absorbs shock and offers more precise steering.,2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,NULL
392,FK-5136,10,NULL,NULL,ML Fork,77.9176,1,NA,500,375,175.49,NULL,NA,NULL,1,NULL,105.294,"M ",NULL,ML Fork,Composite road fork with an aluminum steerer tube.,2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,NULL
393,FK-9939,10,NULL,NULL,HL Fork,101.8936,1,NA,500,375,229.49,NULL,NA,NULL,1,NULL,137.694,"H ",NULL,HL Fork,High-performance carbon road fork with curved legs.,2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,NULL
394,HS-0296,11,NULL,NULL,LL Headset,15.1848,1,NA,500,375,34.20,NULL,NA,NULL,1,NULL,20.52,"L ",NULL,LL Headset,Threadless headset provides quality at an economical price.,2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,NULL
395,HS-2451,11,NULL,NULL,ML Headset,45.4168,1,NA,500,375,102.29,NULL,NA,NULL,1,NULL,61.374,"M ",NULL,ML Headset,Sealed cartridge keeps dirt out.,2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,NULL
396,HS-3479,11,NULL,NULL,HL Headset,55.3801,1,NA,500,375,124.73,NULL,NA,NULL,1,NULL,74.838,"H ",NULL,HL Headset,"High-quality 1"" threadless headset with a grease port for quick lubrication.",2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,NULL
397,HB-M243,4,NULL,NULL,LL Mountain Handlebars,17.978,1,NA,500,375,40.4909,NULL,NA,NULL,1,"M ",24.2945,"L ",NULL,LL Mountain Handlebars,All-purpose bar for on or off-road.,2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,NULL
