DateKey,FullDateAlternateKey,DayNumberOfWeek,EnglishDayNameOfWeek,SpanishDayNameOfWeek,FrenchDayNameOfWeek,DayNumberOfMonth,DayNumberOfYear,WeekNumberOfYear,EnglishMonthName,SpanishMonthName,FrenchMonthName,MonthNumberOfYear,CalendarQuarter,CalendarYear,CalendarSemester,FiscalQuarter,FiscalYear,FiscalSemester
20130701,2013-07-01,2,Monday,Lunes,Lundi,1,182,27,July,Julio,Juillet,7,3,2013,2,1,2013,1
20130702,2013-07-02,3,Tuesday,Martes,Mardi,2,183,27,July,Julio,Juillet,7,3,2013,2,1,2013,1
20130703,2013-07-03,4,Wednesday,Miércoles,Mercredi,3,184,27,July,Julio,Juillet,7,3,2013,2,1,2013,1
20130704,2013-07-04,5,Thursday,Jueves,Jeudi,4,185,27,July,Julio,Juillet,7,3,2013,2,1,2013,1
20130705,2013-07-05,6,Friday,Viernes,Vendredi,5,186,27,July,Julio,Juillet,7,3,2013,2,1,2013,1
20130706,2013-07-06,7,Saturday,Sábado,Samedi,6,187,27,July,Julio,Juillet,7,3,2013,2,1,2013,1
20130707,2013-07-07,1,Sunday,Domingo,Dimanche,7,188,28,July,Julio,Juillet,7,3,2013,2,1,2013,1
20130708,2013-07-08,2,Monday,Lunes,Lundi,8,189,28,July,Julio,Juillet,7,3,2013,2,1,2013,1
20130709,2013-07-09,3,Tuesday,Martes,Mardi,9,190,28,July,Julio,Juillet,7,3,2013,2,1,2013,1
20130710,2013-07-10,4,Wednesday,Miércoles,Mercredi,10,191,28,July,Julio,Juillet,7,3,2013,2,1,2013,1
20130711,2013-07-11,5,Thursday,Jueves,Jeudi,11,192,28,July,Julio,Juillet,7,3,2013,2,1,2013,1
20130712,2013-07-12,6,Friday,Viernes,Vendredi,12,193,28,July,Julio,Juillet,7,3,2013,2,1,2013,1
20130713,2013-07-13,7,Saturday,Sábado,Samedi,13,194,28,July,Julio,Juillet,7,3,2013,2,1,2013,1
20130714,2013-07-14,1,Sunday,Domingo,Dimanche,14,195,29,July,Julio,Juillet,7,3,2013,2,1,2013,1
20130715,2013-07-15,2,Monday,Lunes,Lundi,15,196,29,July,Julio,Juillet,7,3,2013,2,1,2013,1
20130716,2013-07-16,3,Tuesday,Martes,Mardi,16,197,29,July,Julio,Juillet,7,3,2013,2,1,2013,1
20130717,2013-07-17,4,Wednesday,Miércoles,Mercredi,17,198,29,July,Julio,Juillet,7,3,2013,2,1,2013,1
20130718,2013-07-18,5,Thursday,Jueves,Jeudi,18,199,29,July,Julio,Juillet,7,3,2013,2,1,2013,1
20130719,2013-07-19,6,Friday,Viernes,Vendredi,19,200,29,July,Julio,Juillet,7,3,2013,2,1,2013,1
20130720,2013-07-20,7,Saturday,Sábado,Samedi,20,201,29,July,Julio,Juillet,7,3,2013,2,1,2013,1
20130721,2013-07-21,1,Sunday,Domingo,Dimanche,21,202,30,July,Julio,Juillet,7,3,2013,2,1,2013,1
20130722,2013-07-22,2,Monday,Lunes,Lundi,22,203,30,July,Julio,Juillet,7,3,2013,2,1,2013,1
20130723,2013-07-23,3,Tuesday,Martes,Mardi,23,204,30,July,Julio,Juillet,7,3,2013,2,1,2013,1
20130724,2013-07-24,4,Wednesday,Miércoles,Mercredi,24,205,30,July,Julio,Juillet,7,3,2013,2,1,2013,1
20130725,2013-07-25,5,Thursday,Jueves,Jeudi,25,206,30,July,Julio,Juillet,7,3,2013,2,1,2013,1
20130726,2013-07-26,6,Friday,Viernes,Vendredi,26,207,30,July,Julio,Juillet,7,3,2013,2,1,2013,1
20130727,2013-07-27,7,Saturday,Sábado,Samedi,27,208,30,July,Julio,Juillet,7,3,2013,2,1,2013,1
20130728,2013-07-28,1,Sunday,Domingo,Dimanche,28,209,31,July,Julio,Juillet,7,3,2013,2,1,2013,1
20130729,2013-07-29,2,Monday,Lunes,Lundi,29,210,31,July,Julio,Juillet,7,3,2013,2,1,2013,1
20130730,2013-07-30,3,Tuesday,Martes,Mardi,30,211,31,July,Julio,Juillet,7,3,2013,2,1,2013,1
20130731,2013-07-31,4,Wednesday,Miércoles,Mercredi,31,212,31,July,Julio,Juillet,7,3,2013,2,1,2013,1
20130801,2013-08-01,5,Thursday,Jueves,Jeudi,1,213,31,August,Agosto,Août,8,3,2013,2,1,2013,1
20130802,2013-08-02,6,Friday,Viernes,Vendredi,2,214,31,August,Agosto,Août,8,3,2013,2,1,2013,1
20130803,2013-08-03,7,Saturday,Sábado,Samedi,3,215,31,August,Agosto,Août,8,3,2013,2,1,2013,1
20130804,2013-08-04,1,Sunday,Domingo,Dimanche,4,216,32,August,Agosto,Août,8,3,2013,2,1,2013,1
20130805,2013-08-05,2,Monday,Lunes,Lundi,5,217,32,August,Agosto,Août,8,3,2013,2,1,2013,1
20130806,2013-08-06,3,Tuesday,Martes,Mardi,6,218,32,August,Agosto,Août,8,3,2013,2,1,2013,1
20130807,2013-08-07,4,Wednesday,Miércoles,Mercredi,7,219,32,August,Agosto,Août,8,3,2013,2,1,2013,1
20130808,2013-08-08,5,Thursday,Jueves,Jeudi,8,220,32,August,Agosto,Août,8,3,2013,2,1,2013,1
20130809,2013-08-09,6,Friday,Viernes,Vendredi,9,221,32,August,Agosto,Août,8,3,2013,2,1,2013,1
20130810,2013-08-10,7,Saturday,Sábado,Samedi,10,222,32,August,Agosto,Août,8,3,2013,2,1,2013,1
20130811,2013-08-11,1,Sunday,Domingo,Dimanche,11,223,33,August,Agosto,Août,8,3,2013,2,1,2013,1
20130812,2013-08-12,2,Monday,Lunes,Lundi,12,224,33,August,Agosto,Août,8,3,2013,2,1,2013,1
20130813,2013-08-13,3,Tuesday,Martes,Mardi,13,225,33,August,Agosto,Août,8,3,2013,2,1,2013,1
20130814,2013-08-14,4,Wednesday,Miércoles,Mercredi,14,226,33,August,Agosto,Août,8,3,2013,2,1,2013,1
20130815,2013-08-15,5,Thursday,Jueves,Jeudi,15,227,33,August,Agosto,Août,8,3,2013,2,1,2013,1
20130816,2013-08-16,6,Friday,Viernes,Vendredi,16,228,33,August,Agosto,Août,8,3,2013,2,1,2013,1
20130817,2013-08-17,7,Saturday,Sábado,Samedi,17,229,33,August,Agosto,Août,8,3,2013,2,1,2013,1
20130818,2013-08-18,1,Sunday,Domingo,Dimanche,18,230,34,August,Agosto,Août,8,3,2013,2,1,2013,1
20130819,2013-08-19,2,Monday,Lunes,Lundi,19,231,34,August,Agosto,Août,8,3,2013,2,1,2013,1
20130820,2013-08-20,3,Tuesday,Martes,Mardi,20,232,34,August,Agosto,Août,8,3,2013,2,1,2013,1
20130821,2013-08-21,4,Wednesday,Miércoles,Mercredi,21,233,34,August,Agosto,Août,8,3,2013,2,1,2013,1
20130822,2013-08-22,5,Thursday,Jueves,Jeudi,22,234,34,August,Agosto,Août,8,3,2013,2,1,2013,1
20130823,2013-08-23,6,Friday,Viernes,Vendredi,23,235,34,August,Agosto,Août,8,3,2013,2,1,2013,1
20130824,2013-08-24,7,Saturday,Sábado,Samedi,24,236,34,August,Agosto,Août,8,3,2013,2,1,2013,1
20130825,2013-08-25,1,Sunday,Domingo,Dimanche,25,237,35,August,Agosto,Août,8,3,2013,2,1,2013,1
20130826,2013-08-26,2,Monday,Lunes,Lundi,26,238,35,August,Agosto,Août,8,3,2013,2,1,2013,1
20130827,2013-08-27,3,Tuesday,Martes,Mardi,27,239,35,August,Agosto,Août,8,3,2013,2,1,2013,1
20130828,2013-08-28,4,Wednesday,Miércoles,Mercredi,28,240,35,August,Agosto,Août,8,3,2013,2,1,2013,1
20130829,2013-08-29,5,Thursday,Jueves,Jeudi,29,241,35,August,Agosto,Août,8,3,2013,2,1,2013,1
20130830,2013-08-30,6,Friday,Viernes,Vendredi,30,242,35,August,Agosto,Août,8,3,2013,2,1,2013,1
20130831,2013-08-31,7,Saturday,Sábado,Samedi,31,243,35,August,Agosto,Août,8,3,2013,2,1,2013,1
20130901,2013-09-01,1,Sunday,Domingo,Dimanche,1,244,36,September,Septiembre,Septembre,9,3,2013,2,1,2013,1
20130902,2013-09-02,2,Monday,Lunes,Lundi,2,245,36,September,Septiembre,Septembre,9,3,2013,2,1,2013,1
20130903,2013-09-03,3,Tuesday,Martes,Mardi,3,246,36,September,Septiembre,Septembre,9,3,2013,2,1,2013,1
20130904,2013-09-04,4,Wednesday,Miércoles,Mercredi,4,247,36,September,Septiembre,Septembre,9,3,2013,2,1,2013,1
20130905,2013-09-05,5,Thursday,Jueves,Jeudi,5,248,36,September,Septiembre,Septembre,9,3,2013,2,1,2013,1
20130906,2013-09-06,6,Friday,Viernes,Vendredi,6,249,36,September,Septiembre,Septembre,9,3,2013,2,1,2013,1
20130907,2013-09-07,7,Saturday,Sábado,Samedi,7,250,36,September,Septiembre,Septembre,9,3,2013,2,1,2013,1
20130908,2013-09-08,1,Sunday,Domingo,Dimanche,8,251,37,September,Septiembre,Septembre,9,3,2013,2,1,2013,1
20130909,2013-09-09,2,Monday,Lunes,Lundi,9,252,37,September,Septiembre,Septembre,9,3,2013,2,1,2013,1
20130910,2013-09-10,3,Tuesday,Martes,Mardi,10,253,37,September,Septiembre,Septembre,9,3,2013,2,1,2013,1
20130911,2013-09-11,4,Wednesday,Miércoles,Mercredi,11,254,37,September,Septiembre,Septembre,9,3,2013,2,1,2013,1
20130912,2013-09-12,5,Thursday,Jueves,Jeudi,12,255,37,September,Septiembre,Septembre,9,3,2013,2,1,2013,1
20130913,2013-09-13,6,Friday,Viernes,Vendredi,13,256,37,September,Septiembre,Septembre,9,3,2013,2,1,2013,1
20130914,2013-09-14,7,Saturday,Sábado,Samedi,14,257,37,September,Septiembre,Septembre,9,3,2013,2,1,2013,1
20130915,2013-09-15,1,Sunday,Domingo,Dimanche,15,258,38,September,Septiembre,Septembre,9,3,2013,2,1,2013,1
20130916,2013-09-16,2,Monday,Lunes,Lundi,16,259,38,September,Septiembre,Septembre,9,3,2013,2,1,2013,1
20130917,2013-09-17,3,Tuesday,Martes,Mardi,17,260,38,September,Septiembre,Septembre,9,3,2013,2,1,2013,1
20130918,2013-09-18,4,Wednesday,Miércoles,Mercredi,18,261,38,September,Septiembre,Septembre,9,3,2013,2,1,2013,1
20130919,2013-09-19,5,Thursday,Jueves,Jeudi,19,262,38,September,Septiembre,Septembre,9,3,2013,2,1,2013,1
20130920,2013-09-20,6,Friday,Viernes,Vendredi,20,263,38,September,Septiembre,Septembre,9,3,2013,2,1,2013,1
20130921,2013-09-21,7,Saturday,Sábado,Samedi,21,264,38,September,Septiembre,Septembre,9,3,2013,2,1,2013,1
20130922,2013-09-22,1,Sunday,Domingo,Dimanche,22,265,39,September,Septiembre,Septembre,9,3,2013,2,1,2013,1
20130923,2013-09-23,2,Monday,Lunes,Lundi,23,266,39,September,Septiembre,Septembre,9,3,2013,2,1,2013,1
20130924,2013-09-24,3,Tuesday,Martes,Mardi,24,267,39,September,Septiembre,Septembre,9,3,2013,2,1,2013,1
20130925,2013-09-25,4,Wednesday,Miércoles,Mercredi,25,268,39,September,Septiembre,Septembre,9,3,2013,2,1,2013,1
20130926,2013-09-26,5,Thursday,Jueves,Jeudi,26,269,39,September,Septiembre,Septembre,9,3,2013,2,1,2013,1
20130927,2013-09-27,6,Friday,Viernes,Vendredi,27,270,39,September,Septiembre,Septembre,9,3,2013,2,1,2013,1
20130928,2013-09-28,7,Saturday,Sábado,Samedi,28,271,39,September,Septiembre,Septembre,9,3,2013,2,1,2013,1
20130929,2013-09-29,1,Sunday,Domingo,Dimanche,29,272,40,September,Septiembre,Septembre,9,3,2013,2,1,2013,1
20130930,2013-09-30,2,Monday,Lunes,Lundi,30,273,40,September,Septiembre,Septembre,9,3,2013,2,1,2013,1
20131001,2013-10-01,3,Tuesday,Martes,Mardi,1,274,40,October,Octubre,Octobre,10,4,2013,2,2,2013,1
20131002,2013-10-02,4,Wednesday,Miércoles,Mercredi,2,275,40,October,Octubre,Octobre,10,4,2013,2,2,2013,1
20131003,2013-10-03,5,Thursday,Jueves,Jeudi,3,276,40,October,Octubre,Octobre,10,4,2013,2,2,2013,1
20131004,2013-10-04,6,Friday,Viernes,Vendredi,4,277,40,October,Octubre,Octobre,10,4,2013,2,2,2013,1
20131005,2013-10-05,7,Saturday,Sábado,Samedi,5,278,40,October,Octubre,Octobre,10,4,2013,2,2,2013,1
20131006,2013-10-06,1,Sunday,Domingo,Dimanche,6,279,41,October,Octubre,Octobre,10,4,2013,2,2,2013,1
20131007,2013-10-07,2,Monday,Lunes,Lundi,7,280,41,October,Octubre,Octobre,10,4,2013,2,2,2013,1
20131008,2013-10-08,3,Tuesday,Martes,Mardi,8,281,41,October,Octubre,Octobre,10,4,2013,2,2,2013,1
20131009,2013-10-09,4,Wednesday,Miércoles,Mercredi,9,282,41,October,Octubre,Octobre,10,4,2013,2,2,2013,1
20131010,2013-10-10,5,Thursday,Jueves,Jeudi,10,283,41,October,Octubre,Octobre,10,4,2013,2,2,2013,1
20131011,2013-10-11,6,Friday,Viernes,Vendredi,11,284,41,October,Octubre,Octobre,10,4,2013,2,2,2013,1
20131012,2013-10-12,7,Saturday,Sábado,Samedi,12,285,41,October,Octubre,Octobre,10,4,2013,2,2,2013,1
20131013,2013-10-13,1,Sunday,Domingo,Dimanche,13,286,42,October,Octubre,Octobre,10,4,2013,2,2,2013,1
20131014,2013-10-14,2,Monday,Lunes,Lundi,14,287,42,October,Octubre,Octobre,10,4,2013,2,2,2013,1
20131015,2013-10-15,3,Tuesday,Martes,Mardi,15,288,42,October,Octubre,Octobre,10,4,2013,2,2,2013,1
20131016,2013-10-16,4,Wednesday,Miércoles,Mercredi,16,289,42,October,Octubre,Octobre,10,4,2013,2,2,2013,1
20131017,2013-10-17,5,Thursday,Jueves,Jeudi,17,290,42,October,Octubre,Octobre,10,4,2013,2,2,2013,1
20131018,2013-10-18,6,Friday,Viernes,Vendredi,18,291,42,October,Octubre,Octobre,10,4,2013,2,2,2013,1
20131019,2013-10-19,7,Saturday,Sábado,Samedi,19,292,42,October,Octubre,Octobre,10,4,2013,2,2,2013,1
20131020,2013-10-20,1,Sunday,Domingo,Dimanche,20,293,43,October,Octubre,Octobre,10,4,2013,2,2,2013,1
20131021,2013-10-21,2,Monday,Lunes,Lundi,21,294,43,October,Octubre,Octobre,10,4,2013,2,2,2013,1
20131022,2013-10-22,3,Tuesday,Martes,Mardi,22,295,43,October,Octubre,Octobre,10,4,2013,2,2,2013,1
20131023,2013-10-23,4,Wednesday,Miércoles,Mercredi,23,296,43,October,Octubre,Octobre,10,4,2013,2,2,2013,1
20131024,2013-10-24,5,Thursday,Jueves,Jeudi,24,297,43,October,Octubre,Octobre,10,4,2013,2,2,2013,1
20131025,2013-10-25,6,Friday,Viernes,Vendredi,25,298,43,October,Octubre,Octobre,10,4,2013,2,2,2013,1
20131026,2013-10-26,7,Saturday,Sábado,Samedi,26,299,43,October,Octubre,Octobre,10,4,2013,2,2,2013,1
20131027,2013-10-27,1,Sunday,Domingo,Dimanche,27,300,44,October,Octubre,Octobre,10,4,2013,2,2,2013,1
20131028,2013-10-28,2,Monday,Lunes,Lundi,28,301,44,October,Octubre,Octobre,10,4,2013,2,2,2013,1
20131029,2013-10-29,3,Tuesday,Martes,Mardi,29,302,44,October,Octubre,Octobre,10,4,2013,2,2,2013,1
20131030,2013-10-30,4,Wednesday,Miércoles,Mercredi,30,303,44,October,Octubre,Octobre,10,4,2013,2,2,2013,1
20131031,2013-10-31,5,Thursday,Jueves,Jeudi,31,304,44,October,Octubre,Octobre,10,4,2013,2,2,2013,1
20131101,2013-11-01,6,Friday,Viernes,Vendredi,1,305,44,November,Noviembre,Novembre,11,4,2013,2,2,2013,1
20131102,2013-11-02,7,Saturday,Sábado,Samedi,2,306,44,November,Noviembre,Novembre,11,4,2013,2,2,2013,1
20131103,2013-11-03,1,Sunday,Domingo,Dimanche,3,307,45,November,Noviembre,Novembre,11,4,2013,2,2,2013,1
20131104,2013-11-04,2,Monday,Lunes,Lundi,4,308,45,November,Noviembre,Novembre,11,4,2013,2,2,2013,1
20131105,2013-11-05,3,Tuesday,Martes,Mardi,5,309,45,November,Noviembre,Novembre,11,4,2013,2,2,2013,1
20131106,2013-11-06,4,Wednesday,Miércoles,Mercredi,6,310,45,November,Noviembre,Novembre,11,4,2013,2,2,2013,1
20131107,2013-11-07,5,Thursday,Jueves,Jeudi,7,311,45,November,Noviembre,Novembre,11,4,2013,2,2,2013,1
20131108,2013-11-08,6,Friday,Viernes,Vendredi,8,312,45,November,Noviembre,Novembre,11,4,2013,2,2,2013,1
20131109,2013-11-09,7,Saturday,Sábado,Samedi,9,313,45,November,Noviembre,Novembre,11,4,2013,2,2,2013,1
20131110,2013-11-10,1,Sunday,Domingo,Dimanche,10,314,46,November,Noviembre,Novembre,11,4,2013,2,2,2013,1
20131111,2013-11-11,2,Monday,Lunes,Lundi,11,315,46,November,Noviembre,Novembre,11,4,2013,2,2,2013,1
20131112,2013-11-12,3,Tuesday,Martes,Mardi,12,316,46,November,Noviembre,Novembre,11,4,2013,2,2,2013,1
20131113,2013-11-13,4,Wednesday,Miércoles,Mercredi,13,317,46,November,Noviembre,Novembre,11,4,2013,2,2,2013,1
20131114,2013-11-14,5,Thursday,Jueves,Jeudi,14,318,46,November,Noviembre,Novembre,11,4,2013,2,2,2013,1
20131115,2013-11-15,6,Friday,Viernes,Vendredi,15,319,46,November,Noviembre,Novembre,11,4,2013,2,2,2013,1
20131116,2013-11-16,7,Saturday,Sábado,Samedi,16,320,46,November,Noviembre,Novembre,11,4,2013,2,2,2013,1
20131117,2013-11-17,1,Sunday,Domingo,Dimanche,17,321,47,November,Noviembre,Novembre,11,4,2013,2,2,2013,1
20131118,2013-11-18,2,Monday,Lunes,Lundi,18,322,47,November,Noviembre,Novembre,11,4,2013,2,2,2013,1
20131119,2013-11-19,3,Tuesday,Martes,Mardi,19,323,47,November,Noviembre,Novembre,11,4,2013,2,2,2013,1
20131120,2013-11-20,4,Wednesday,Miércoles,Mercredi,20,324,47,November,Noviembre,Novembre,11,4,2013,2,2,2013,1
20131121,2013-11-21,5,Thursday,Jueves,Jeudi,21,325,47,November,Noviembre,Novembre,11,4,2013,2,2,2013,1
20131122,2013-11-22,6,Friday,Viernes,Vendredi,22,326,47,November,Noviembre,Novembre,11,4,2013,2,2,2013,1
20131123,2013-11-23,7,Saturday,Sábado,Samedi,23,327,47,November,Noviembre,Novembre,11,4,2013,2,2,2013,1
20131124,2013-11-24,1,Sunday,Domingo,Dimanche,24,328,48,November,Noviembre,Novembre,11,4,2013,2,2,2013,1
20131125,2013-11-25,2,Monday,Lunes,Lundi,25,329,48,November,Noviembre,Novembre,11,4,2013,2,2,2013,1
20131126,2013-11-26,3,Tuesday,Martes,Mardi,26,330,48,November,Noviembre,Novembre,11,4,2013,2,2,2013,1
20131127,2013-11-27,4,Wednesday,Miércoles,Mercredi,27,331,48,November,Noviembre,Novembre,11,4,2013,2,2,2013,1
20131128,2013-11-28,5,Thursday,Jueves,Jeudi,28,332,48,November,Noviembre,Novembre,11,4,2013,2,2,2013,1
20131129,2013-11-29,6,Friday,Viernes,Vendredi,29,333,48,November,Noviembre,Novembre,11,4,2013,2,2,2013,1
20131130,2013-11-30,7,Saturday,Sábado,Samedi,30,334,48,November,Noviembre,Novembre,11,4,2013,2,2,2013,1
20131201,2013-12-01,1,Sunday,Domingo,Dimanche,1,335,49,December,Diciembre,Décembre,12,4,2013,2,2,2013,1
20131202,2013-12-02,2,Monday,Lunes,Lundi,2,336,49,December,Diciembre,Décembre,12,4,2013,2,2,2013,1
20131203,2013-12-03,3,Tuesday,Martes,Mardi,3,337,49,December,Diciembre,Décembre,12,4,2013,2,2,2013,1
20131204,2013-12-04,4,Wednesday,Miércoles,Mercredi,4,338,49,December,Diciembre,Décembre,12,4,2013,2,2,2013,1
20131205,2013-12-05,5,Thursday,Jueves,Jeudi,5,339,49,December,Diciembre,Décembre,12,4,2013,2,2,2013,1
20131206,2013-12-06,6,Friday,Viernes,Vendredi,6,340,49,December,Diciembre,Décembre,12,4,2013,2,2,2013,1
20131207,2013-12-07,7,Saturday,Sábado,Samedi,7,341,49,December,Diciembre,Décembre,12,4,2013,2,2,2013,1
20131208,2013-12-08,1,Sunday,Domingo,Dimanche,8,342,50,December,Diciembre,Décembre,12,4,2013,2,2,2013,1
20131209,2013-12-09,2,Monday,Lunes,Lundi,9,343,50,December,Diciembre,Décembre,12,4,2013,2,2,2013,1
20131210,2013-12-10,3,Tuesday,Martes,Mardi,10,344,50,December,Diciembre,Décembre,12,4,2013,2,2,2013,1
20131211,2013-12-11,4,Wednesday,Miércoles,Mercredi,11,345,50,December,Diciembre,Décembre,12,4,2013,2,2,2013,1
20131212,2013-12-12,5,Thursday,Jueves,Jeudi,12,346,50,December,Diciembre,Décembre,12,4,2013,2,2,2013,1
20131213,2013-12-13,6,Friday,Viernes,Vendredi,13,347,50,December,Diciembre,Décembre,12,4,2013,2,2,2013,1
20131214,2013-12-14,7,Saturday,Sábado,Samedi,14,348,50,December,Diciembre,Décembre,12,4,2013,2,2,2013,1
20131215,2013-12-15,1,Sunday,Domingo,Dimanche,15,349,51,December,Diciembre,Décembre,12,4,2013,2,2,2013,1
20131216,2013-12-16,2,Monday,Lunes,Lundi,16,350,51,December,Diciembre,Décembre,12,4,2013,2,2,2013,1
20131217,2013-12-17,3,Tuesday,Martes,Mardi,17,351,51,December,Diciembre,Décembre,12,4,2013,2,2,2013,1
20131218,2013-12-18,4,Wednesday,Miércoles,Mercredi,18,352,51,December,Diciembre,Décembre,12,4,2013,2,2,2013,1
20131219,2013-12-19,5,Thursday,Jueves,Jeudi,19,353,51,December,Diciembre,Décembre,12,4,2013,2,2,2013,1
20131220,2013-12-20,6,Friday,Viernes,Vendredi,20,354,51,December,Diciembre,Décembre,12,4,2013,2,2,2013,1
20131221,2013-12-21,7,Saturday,Sábado,Samedi,21,355,51,December,Diciembre,Décembre,12,4,2013,2,2,2013,1
20131222,2013-12-22,1,Sunday,Domingo,Dimanche,22,356,52,December,Diciembre,Décembre,12,4,2013,2,2,2013,1
20131223,2013-12-23,2,Monday,Lunes,Lundi,23,357,52,December,Diciembre,Décembre,12,4,2013,2,2,2013,1
20131224,2013-12-24,3,Tuesday,Martes,Mardi,24,358,52,December,Diciembre,Décembre,12,4,2013,2,2,2013,1
20131225,2013-12-25,4,Wednesday,Miércoles,Mercredi,25,359,52,December,Diciembre,Décembre,12,4,2013,2,2,2013,1
20131226,2013-12-26,5,Thursday,Jueves,Jeudi,26,360,52,December,Diciembre,Décembre,12,4,2013,2,2,2013,1
20131227,2013-12-27,6,Friday,Viernes,Vendredi,27,361,52,December,Diciembre,Décembre,12,4,2013,2,2,2013,1
20131228,2013-12-28,7,Saturday,Sábado,Samedi,28,362,52,December,Diciembre,Décembre,12,4,2013,2,2,2013,1
20131229,2013-12-29,1,Sunday,Domingo,Dimanche,29,363,53,December,Diciembre,Décembre,12,4,2013,2,2,2013,1
20131230,2013-12-30,2,Monday,Lunes,Lundi,30,364,53,December,Diciembre,Décembre,12,4,2013,2,2,2013,1
20131231,2013-12-31,3,Tuesday,Martes,Mardi,31,365,53,December,Diciembre,Décembre,12,4,2013,2,2,2013,1
20140101,2014-01-01,4,Wednesday,Miércoles,Mercredi,1,1,1,January,Enero,Janvier,1,1,2014,1,3,2013,2
20140102,2014-01-02,5,Thursday,Jueves,Jeudi,2,2,1,January,Enero,Janvier,1,1,2014,1,3,2013,2
20140103,2014-01-03,6,Friday,Viernes,Vendredi,3,3,1,January,Enero,Janvier,1,1,2014,1,3,2013,2
20140104,2014-01-04,7,Saturday,Sábado,Samedi,4,4,1,January,Enero,Janvier,1,1,2014,1,3,2013,2
20140105,2014-01-05,1,Sunday,Domingo,Dimanche,5,5,2,January,Enero,Janvier,1,1,2014,1,3,2013,2
20140106,2014-01-06,2,Monday,Lunes,Lundi,6,6,2,January,Enero,Janvier,1,1,2014,1,3,2013,2
20140107,2014-01-07,3,Tuesday,Martes,Mardi,7,7,2,January,Enero,Janvier,1,1,2014,1,3,2013,2
20140108,2014-01-08,4,Wednesday,Miércoles,Mercredi,8,8,2,January,Enero,Janvier,1,1,2014,1,3,2013,2
20140109,2014-01-09,5,Thursday,Jueves,Jeudi,9,9,2,January,Enero,Janvier,1,1,2014,1,3,2013,2
20140110,2014-01-10,6,Friday,Viernes,Vendredi,10,10,2,January,Enero,Janvier,1,1,2014,1,3,2013,2
20140111,2014-01-11,7,Saturday,Sábado,Samedi,11,11,2,January,Enero,Janvier,1,1,2014,1,3,2013,2
20140112,2014-01-12,1,Sunday,Domingo,Dimanche,12,12,3,January,Enero,Janvier,1,1,2014,1,3,2013,2
20140113,2014-01-13,2,Monday,Lunes,Lundi,13,13,3,January,Enero,Janvier,1,1,2014,1,3,2013,2
20140114,2014-01-14,3,Tuesday,Martes,Mardi,14,14,3,January,Enero,Janvier,1,1,2014,1,3,2013,2
20140115,2014-01-15,4,Wednesday,Miércoles,Mercredi,15,15,3,January,Enero,Janvier,1,1,2014,1,3,2013,2
20140116,2014-01-16,5,Thursday,Jueves,Jeudi,16,16,3,January,Enero,Janvier,1,1,2014,1,3,2013,2
20140117,2014-01-17,6,Friday,Viernes,Vendredi,17,17,3,January,Enero,Janvier,1,1,2014,1,3,2013,2
20140118,2014-01-18,7,Saturday,Sábado,Samedi,18,18,3,January,Enero,Janvier,1,1,2014,1,3,2013,2
20140119,2014-01-19,1,Sunday,Domingo,Dimanche,19,19,4,January,Enero,Janvier,1,1,2014,1,3,2013,2
20140120,2014-01-20,2,Monday,Lunes,Lundi,20,20,4,January,Enero,Janvier,1,1,2014,1,3,2013,2
20140121,2014-01-21,3,Tuesday,Martes,Mardi,21,21,4,January,Enero,Janvier,1,1,2014,1,3,2013,2
20140122,2014-01-22,4,Wednesday,Miércoles,Mercredi,22,22,4,January,Enero,Janvier,1,1,2014,1,3,2013,2
20140123,2014-01-23,5,Thursday,Jueves,Jeudi,23,23,4,January,Enero,Janvier,1,1,2014,1,3,2013,2
20140124,2014-01-24,6,Friday,Viernes,Vendredi,24,24,4,January,Enero,Janvier,1,1,2014,1,3,2013,2
20140125,2014-01-25,7,Saturday,Sábado,Samedi,25,25,4,January,Enero,Janvier,1,1,2014,1,3,2013,2
20140126,2014-01-26,1,Sunday,Domingo,Dimanche,26,26,5,January,Enero,Janvier,1,1,2014,1,3,2013,2
20140127,2014-01-27,2,Monday,Lunes,Lundi,27,27,5,January,Enero,Janvier,1,1,2014,1,3,2013,2
20140128,2014-01-28,3,Tuesday,Martes,Mardi,28,28,5,January,Enero,Janvier,1,1,2014,1,3,2013,2
20140129,2014-01-29,4,Wednesday,Miércoles,Mercredi,29,29,5,January,Enero,Janvier,1,1,2014,1,3,2013,2
20140130,2014-01-30,5,Thursday,Jueves,Jeudi,30,30,5,January,Enero,Janvier,1,1,2014,1,3,2013,2
20140131,2014-01-31,6,Friday,Viernes,Vendredi,31,31,5,January,Enero,Janvier,1,1,2014,1,3,2013,2
20140201,2014-02-01,7,Saturday,Sábado,Samedi,1,32,5,February,Febrero,Février,2,1,2014,1,3,2013,2
20140202,2014-02-02,1,Sunday,Domingo,Dimanche,2,33,6,February,Febrero,Février,2,1,2014,1,3,2013,2
20140203,2014-02-03,2,Monday,Lunes,Lundi,3,34,6,February,Febrero,Février,2,1,2014,1,3,2013,2
20140204,2014-02-04,3,Tuesday,Martes,Mardi,4,35,6,February,Febrero,Février,2,1,2014,1,3,2013,2
20140205,2014-02-05,4,Wednesday,Miércoles,Mercredi,5,36,6,February,Febrero,Février,2,1,2014,1,3,2013,2
20140206,2014-02-06,5,Thursday,Jueves,Jeudi,6,37,6,February,Febrero,Février,2,1,2014,1,3,2013,2
